Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 16

step 00000 (0.0%) | loss: 9.011729 | lrm: 1.00 | dt: 11476ms | tok/sec: 45,685 | mfu: 15.6% | epoch: 1 | remaining: 300s    
step 00035 (21.7%) | loss: 5.311237 | lrm: 1.00 | dt: 2713ms | tok/sec: 193,284 | mfu: 66.0% | epoch: 1 | remaining: 232s    
step 00036 (22.6%) | loss: 5.290871 | lrm: 1.00 | dt: 2712ms | tok/sec: 193,333 | mfu: 66.0% | epoch: 1 | remaining: 229s    
step 00037 (23.5%) | loss: 5.262216 | lrm: 1.00 | dt: 2712ms | tok/sec: 193,321 | mfu: 66.0% | epoch: 1 | remaining: 227s    
step 00038 (24.4%) | loss: 5.241892 | lrm: 1.00 | dt: 2713ms | tok/sec: 193,270 | mfu: 66.0% | epoch: 1 | remaining: 224s    
step 00039 (25.3%) | loss: 5.203556 | lrm: 1.00 | dt: 2713ms | tok/sec: 193,266 | mfu: 66.0% | epoch: 1 | remaining: 221s    
step 00040 (26.2%) | loss: 5.175842 | lrm: 1.00 | dt: 2712ms | tok/sec: 193,327 | mfu: 66.0% | epoch: 1 | remaining: 219s    
step 00041 (27.1%) | loss: 5.156801 | lrm: 1.00 | dt: 2712ms | tok/sec: 193,322 | mfu: 66.0% | epoch: 1 | remaining: 216s    
step 00042 (28.0%) | loss: 5.128451 | lrm: 1.00 | dt: 2712ms | tok/sec: 193,287 | mfu: 66.0% | epoch: 1 | remaining: 213s    
step 00043 (28.9%) | loss: 5.094050 | lrm: 1.00 | dt: 2711ms | tok/sec: 193,401 | mfu: 66.1% | epoch: 1 | remaining: 210s    
step 00044 (29.8%) | loss: 5.071233 | lrm: 1.00 | dt: 2712ms | tok/sec: 193,299 | mfu: 66.0% | epoch: 1 | remaining: 208s    
step 00045 (30.7%) | loss: 5.056495 | lrm: 1.00 | dt: 2712ms | tok/sec: 193,307 | mfu: 66.0% | epoch: 1 | remaining: 205s    
step 00046 (31.6%) | loss: 5.026853 | lrm: 1.00 | dt: 2712ms | tok/sec: 193,295 | mfu: 66.0% | epoch: 1 | remaining: 202s    
step 00047 (32.5%) | loss: 4.998128 | lrm: 1.00 | dt: 2713ms | tok/sec: 193,244 | mfu: 66.0% | epoch: 1 | remaining: 200s    
step 00048 (33.5%) | loss: 4.978290 | lrm: 1.00 | dt: 2712ms | tok/sec: 193,314 | mfu: 66.0% | epoch: 1 | remaining: 197s    
step 00049 (34.4%) | loss: 4.956519 | lrm: 1.00 | dt: 2711ms | tok/sec: 193,375 | mfu: 66.0% | epoch: 1 | remaining: 194s    
step 00050 (35.3%) | loss: 4.927684 | lrm: 1.00 | dt: 2712ms | tok/sec: 193,294 | mfu: 66.0% | epoch: 1 | remaining: 192s    
step 00051 (36.2%) | loss: 4.916776 | lrm: 1.00 | dt: 2713ms | tok/sec: 193,285 | mfu: 66.0% | epoch: 1 | remaining: 189s    
step 00052 (37.1%) | loss: 4.891046 | lrm: 1.00 | dt: 2712ms | tok/sec: 193,331 | mfu: 66.0% | epoch: 1 | remaining: 186s    
step 00053 (38.0%) | loss: 4.868906 | lrm: 1.00 | dt: 2711ms | tok/sec: 193,371 | mfu: 66.0% | epoch: 1 | remaining: 183s    
step 00054 (38.9%) | loss: 4.847855 | lrm: 1.00 | dt: 2712ms | tok/sec: 193,333 | mfu: 66.0% | epoch: 1 | remaining: 181s    
step 00055 (39.8%) | loss: 4.835076 | lrm: 1.00 | dt: 2713ms | tok/sec: 193,279 | mfu: 66.0% | epoch: 1 | remaining: 178s    
step 00056 (40.7%) | loss: 4.809585 | lrm: 1.00 | dt: 2712ms | tok/sec: 193,337 | mfu: 66.0% | epoch: 1 | remaining: 175s    
step 00057 (41.6%) | loss: 4.792518 | lrm: 1.00 | dt: 2711ms | tok/sec: 193,361 | mfu: 66.0% | epoch: 1 | remaining: 173s    
step 00058 (42.5%) | loss: 4.779614 | lrm: 1.00 | dt: 2712ms | tok/sec: 193,326 | mfu: 66.0% | epoch: 1 | remaining: 170s    
step 00059 (43.4%) | loss: 4.744236 | lrm: 1.00 | dt: 2711ms | tok/sec: 193,405 | mfu: 66.1% | epoch: 1 | remaining: 167s    
step 00060 (44.3%) | loss: 4.715741 | lrm: 1.00 | dt: 2712ms | tok/sec: 193,342 | mfu: 66.0% | epoch: 1 | remaining: 164s    
step 00061 (45.2%) | loss: 4.699749 | lrm: 1.00 | dt: 2711ms | tok/sec: 193,379 | mfu: 66.0% | epoch: 1 | remaining: 162s    
step 00062 (46.1%) | loss: 4.674218 | lrm: 1.00 | dt: 2711ms | tok/sec: 193,420 | mfu: 66.1% | epoch: 1 | remaining: 159s    
step 00063 (47.0%) | loss: 4.658695 | lrm: 1.00 | dt: 2712ms | tok/sec: 193,346 | mfu: 66.0% | epoch: 1 | remaining: 156s    
step 00064 (47.9%) | loss: 4.635710 | lrm: 1.00 | dt: 2713ms | tok/sec: 193,274 | mfu: 66.0% | epoch: 1 | remaining: 154s    
step 00065 (48.8%) | loss: 4.606467 | lrm: 1.00 | dt: 2712ms | tok/sec: 193,352 | mfu: 66.0% | epoch: 1 | remaining: 151s    
step 00066 (49.7%) | loss: 4.618157 | lrm: 1.00 | dt: 2711ms | tok/sec: 193,404 | mfu: 66.1% | epoch: 1 | remaining: 148s    
step 00067 (50.6%) | loss: 4.592572 | lrm: 0.99 | dt: 2713ms | tok/sec: 193,236 | mfu: 66.0% | epoch: 1 | remaining: 145s    
step 00068 (51.5%) | loss: 4.574557 | lrm: 0.97 | dt: 2711ms | tok/sec: 193,370 | mfu: 66.0% | epoch: 1 | remaining: 143s    
step 00069 (52.4%) | loss: 4.549350 | lrm: 0.95 | dt: 2712ms | tok/sec: 193,297 | mfu: 66.0% | epoch: 1 | remaining: 140s    
step 00070 (53.3%) | loss: 4.527801 | lrm: 0.93 | dt: 2711ms | tok/sec: 193,357 | mfu: 66.0% | epoch: 1 | remaining: 137s    
step 00071 (54.2%) | loss: 4.500997 | lrm: 0.92 | dt: 2713ms | tok/sec: 193,253 | mfu: 66.0% | epoch: 1 | remaining: 135s    
step 00072 (55.1%) | loss: 4.484206 | lrm: 0.90 | dt: 2712ms | tok/sec: 193,336 | mfu: 66.0% | epoch: 1 | remaining: 132s    
step 00073 (56.0%) | loss: 4.465778 | lrm: 0.88 | dt: 2712ms | tok/sec: 193,305 | mfu: 66.0% | epoch: 1 | remaining: 129s    
step 00074 (57.0%) | loss: 4.443228 | lrm: 0.86 | dt: 2712ms | tok/sec: 193,297 | mfu: 66.0% | epoch: 1 | remaining: 126s    
step 00075 (57.9%) | loss: 4.424256 | lrm: 0.84 | dt: 2711ms | tok/sec: 193,374 | mfu: 66.0% | epoch: 1 | remaining: 124s    
step 00076 (58.8%) | loss: 4.400086 | lrm: 0.82 | dt: 2711ms | tok/sec: 193,377 | mfu: 66.0% | epoch: 1 | remaining: 121s    
step 00077 (59.7%) | loss: 4.380641 | lrm: 0.81 | dt: 2712ms | tok/sec: 193,289 | mfu: 66.0% | epoch: 1 | remaining: 118s    
step 00078 (60.6%) | loss: 4.347534 | lrm: 0.79 | dt: 2712ms | tok/sec: 193,353 | mfu: 66.0% | epoch: 1 | remaining: 116s    
step 00079 (61.5%) | loss: 4.326293 | lrm: 0.77 | dt: 2712ms | tok/sec: 193,310 | mfu: 66.0% | epoch: 1 | remaining: 113s    
step 00080 (62.4%) | loss: 4.304484 | lrm: 0.75 | dt: 2713ms | tok/sec: 193,231 | mfu: 66.0% | epoch: 1 | remaining: 110s    
step 00081 (63.3%) | loss: 4.289165 | lrm: 0.73 | dt: 2712ms | tok/sec: 193,321 | mfu: 66.0% | epoch: 1 | remaining: 107s    
step 00082 (64.2%) | loss: 4.276358 | lrm: 0.72 | dt: 2712ms | tok/sec: 193,315 | mfu: 66.0% | epoch: 1 | remaining: 105s    
step 00083 (65.1%) | loss: 4.254510 | lrm: 0.70 | dt: 2713ms | tok/sec: 193,268 | mfu: 66.0% | epoch: 1 | remaining: 102s    
step 00084 (66.0%) | loss: 4.225683 | lrm: 0.68 | dt: 2712ms | tok/sec: 193,324 | mfu: 66.0% | epoch: 1 | remaining: 99s    
step 00085 (66.9%) | loss: 4.206139 | lrm: 0.66 | dt: 2712ms | tok/sec: 193,289 | mfu: 66.0% | epoch: 1 | remaining: 97s    
step 00086 (67.8%) | loss: 4.195959 | lrm: 0.64 | dt: 2714ms | tok/sec: 193,203 | mfu: 66.0% | epoch: 1 | remaining: 94s    
step 00087 (68.7%) | loss: 4.182820 | lrm: 0.63 | dt: 2713ms | tok/sec: 193,265 | mfu: 66.0% | epoch: 1 | remaining: 91s    
step 00088 (69.6%) | loss: 4.176795 | lrm: 0.61 | dt: 2713ms | tok/sec: 193,227 | mfu: 66.0% | epoch: 1 | remaining: 88s    
step 00089 (70.5%) | loss: 4.149249 | lrm: 0.59 | dt: 2713ms | tok/sec: 193,261 | mfu: 66.0% | epoch: 1 | remaining: 86s    
step 00090 (71.4%) | loss: 4.134262 | lrm: 0.57 | dt: 2712ms | tok/sec: 193,301 | mfu: 66.0% | epoch: 1 | remaining: 83s    
step 00091 (72.3%) | loss: 4.114433 | lrm: 0.55 | dt: 2714ms | tok/sec: 193,206 | mfu: 66.0% | epoch: 1 | remaining: 80s    
step 00092 (73.2%) | loss: 4.099825 | lrm: 0.54 | dt: 2712ms | tok/sec: 193,287 | mfu: 66.0% | epoch: 1 | remaining: 78s    
step 00093 (74.1%) | loss: 4.065341 | lrm: 0.52 | dt: 2711ms | tok/sec: 193,371 | mfu: 66.0% | epoch: 1 | remaining: 75s    
step 00094 (75.0%) | loss: 4.048551 | lrm: 0.50 | dt: 2712ms | tok/sec: 193,350 | mfu: 66.0% | epoch: 1 | remaining: 72s    
step 00095 (75.9%) | loss: 4.030144 | lrm: 0.48 | dt: 2713ms | tok/sec: 193,243 | mfu: 66.0% | epoch: 1 | remaining: 69s    
step 00096 (76.8%) | loss: 4.009360 | lrm: 0.46 | dt: 2712ms | tok/sec: 193,298 | mfu: 66.0% | epoch: 1 | remaining: 67s    
step 00097 (77.7%) | loss: 3.995943 | lrm: 0.45 | dt: 2712ms | tok/sec: 193,304 | mfu: 66.0% | epoch: 1 | remaining: 64s    
step 00098 (78.7%) | loss: 3.985650 | lrm: 0.43 | dt: 2712ms | tok/sec: 193,314 | mfu: 66.0% | epoch: 1 | remaining: 61s    
step 00099 (79.6%) | loss: 3.987787 | lrm: 0.41 | dt: 2713ms | tok/sec: 193,257 | mfu: 66.0% | epoch: 1 | remaining: 59s    
step 00100 (80.5%) | loss: 3.975284 | lrm: 0.39 | dt: 2713ms | tok/sec: 193,273 | mfu: 66.0% | epoch: 1 | remaining: 56s    
step 00101 (81.4%) | loss: 3.958269 | lrm: 0.37 | dt: 2713ms | tok/sec: 193,255 | mfu: 66.0% | epoch: 1 | remaining: 53s    
step 00102 (82.3%) | loss: 3.946075 | lrm: 0.35 | dt: 2712ms | tok/sec: 193,296 | mfu: 66.0% | epoch: 1 | remaining: 50s    
step 00103 (83.2%) | loss: 3.923537 | lrm: 0.34 | dt: 2712ms | tok/sec: 193,296 | mfu: 66.0% | epoch: 1 | remaining: 48s    
step 00104 (84.1%) | loss: 3.908969 | lrm: 0.32 | dt: 2711ms | tok/sec: 193,359 | mfu: 66.0% | epoch: 1 | remaining: 45s    
step 00105 (85.0%) | loss: 3.888524 | lrm: 0.30 | dt: 2712ms | tok/sec: 193,335 | mfu: 66.0% | epoch: 1 | remaining: 42s    
step 00106 (85.9%) | loss: 3.878725 | lrm: 0.28 | dt: 2713ms | tok/sec: 193,259 | mfu: 66.0% | epoch: 1 | remaining: 40s    
step 00107 (86.8%) | loss: 3.874229 | lrm: 0.26 | dt: 2713ms | tok/sec: 193,252 | mfu: 66.0% | epoch: 1 | remaining: 37s    
step 00108 (87.7%) | loss: 3.864957 | lrm: 0.25 | dt: 2713ms | tok/sec: 193,238 | mfu: 66.0% | epoch: 1 | remaining: 34s    
step 00109 (88.6%) | loss: 3.851744 | lrm: 0.23 | dt: 2713ms | tok/sec: 193,232 | mfu: 66.0% | epoch: 1 | remaining: 31s    
step 00110 (89.5%) | loss: 3.837183 | lrm: 0.21 | dt: 2713ms | tok/sec: 193,271 | mfu: 66.0% | epoch: 1 | remaining: 29s    
step 00111 (90.4%) | loss: 3.835299 | lrm: 0.19 | dt: 2712ms | tok/sec: 193,330 | mfu: 66.0% | epoch: 1 | remaining: 26s    
step 00112 (91.3%) | loss: 3.821747 | lrm: 0.17 | dt: 2712ms | tok/sec: 193,325 | mfu: 66.0% | epoch: 1 | remaining: 23s    
step 00113 (92.2%) | loss: 3.827956 | lrm: 0.16 | dt: 2714ms | tok/sec: 193,212 | mfu: 66.0% | epoch: 1 | remaining: 21s    
step 00114 (93.1%) | loss: 3.821643 | lrm: 0.14 | dt: 2713ms | tok/sec: 193,272 | mfu: 66.0% | epoch: 1 | remaining: 18s    
step 00115 (94.0%) | loss: 3.809506 | lrm: 0.12 | dt: 2713ms | tok/sec: 193,216 | mfu: 66.0% | epoch: 1 | remaining: 15s    
step 00116 (94.9%) | loss: 3.791415 | lrm: 0.10 | dt: 2713ms | tok/sec: 193,221 | mfu: 66.0% | epoch: 1 | remaining: 13s    
step 00117 (95.8%) | loss: 3.788601 | lrm: 0.08 | dt: 2712ms | tok/sec: 193,327 | mfu: 66.0% | epoch: 1 | remaining: 10s    
step 00118 (96.7%) | loss: 3.775057 | lrm: 0.07 | dt: 2712ms | tok/sec: 193,311 | mfu: 66.0% | epoch: 1 | remaining: 7s    
step 00119 (97.6%) | loss: 3.770598 | lrm: 0.05 | dt: 2712ms | tok/sec: 193,307 | mfu: 66.0% | epoch: 1 | remaining: 4s    
step 00120 (98.5%) | loss: 3.778861 | lrm: 0.03 | dt: 2713ms | tok/sec: 193,254 | mfu: 66.0% | epoch: 1 | remaining: 2s    
step 00121 (99.4%) | loss: 3.765122 | lrm: 0.01 | dt: 2713ms | tok/sec: 193,281 | mfu: 66.0% | epoch: 1 | remaining: 0s    
---
val_bpb:          1.324339
training_seconds: 301.1
total_seconds:    394.7
peak_vram_mb:     6150.2
mfu_percent:      66.62
total_tokens_M:   64.0
num_steps:        122
num_params_M:     50.3
depth:            8
checkpoint:       /home/ec2-user/gpu-work/autoresearch/checkpoints/model.pt
