Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 8,388,608
  lm_head                 : 2,097,152
  transformer_matrices    : 4,194,560
  scalars                 : 16
  total                   : 16,777,488
Estimated FLOPs per token: 6.920755e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.010738 | lrm: 1.00 | dt: 9824ms | tok/sec: 53,369 | mfu: 5.3% | epoch: 1 | remaining: 300s    
step 00015 (1.2%) | loss: 6.012429 | lrm: 1.00 | dt: 925ms | tok/sec: 567,074 | mfu: 56.1% | epoch: 1 | remaining: 295s    
step 00016 (1.5%) | loss: 5.945429 | lrm: 1.00 | dt: 924ms | tok/sec: 567,216 | mfu: 56.1% | epoch: 1 | remaining: 294s    
step 00017 (1.8%) | loss: 5.887082 | lrm: 1.00 | dt: 924ms | tok/sec: 567,169 | mfu: 56.1% | epoch: 1 | remaining: 294s    
step 00018 (2.2%) | loss: 5.834119 | lrm: 1.00 | dt: 925ms | tok/sec: 567,040 | mfu: 56.1% | epoch: 1 | remaining: 293s    
step 00019 (2.5%) | loss: 5.781681 | lrm: 1.00 | dt: 925ms | tok/sec: 566,989 | mfu: 56.1% | epoch: 1 | remaining: 292s    
step 00020 (2.8%) | loss: 5.737382 | lrm: 1.00 | dt: 925ms | tok/sec: 566,817 | mfu: 56.0% | epoch: 1 | remaining: 291s    
step 00021 (3.1%) | loss: 5.695507 | lrm: 1.00 | dt: 925ms | tok/sec: 567,026 | mfu: 56.1% | epoch: 1 | remaining: 290s    
step 00022 (3.4%) | loss: 5.659324 | lrm: 1.00 | dt: 925ms | tok/sec: 566,864 | mfu: 56.0% | epoch: 1 | remaining: 289s    
step 00023 (3.7%) | loss: 5.619913 | lrm: 1.00 | dt: 925ms | tok/sec: 567,007 | mfu: 56.1% | epoch: 1 | remaining: 288s    
step 00024 (4.0%) | loss: 5.589229 | lrm: 1.00 | dt: 925ms | tok/sec: 566,992 | mfu: 56.1% | epoch: 1 | remaining: 287s    
step 00025 (4.3%) | loss: 5.557602 | lrm: 1.00 | dt: 925ms | tok/sec: 566,753 | mfu: 56.0% | epoch: 1 | remaining: 286s    
step 00026 (4.6%) | loss: 5.524914 | lrm: 1.00 | dt: 925ms | tok/sec: 566,892 | mfu: 56.0% | epoch: 1 | remaining: 285s    
step 00027 (4.9%) | loss: 5.497006 | lrm: 1.00 | dt: 925ms | tok/sec: 566,680 | mfu: 56.0% | epoch: 1 | remaining: 284s    
step 00028 (5.2%) | loss: 5.467772 | lrm: 1.00 | dt: 925ms | tok/sec: 566,993 | mfu: 56.1% | epoch: 1 | remaining: 283s    
step 00029 (5.5%) | loss: 5.437383 | lrm: 1.00 | dt: 925ms | tok/sec: 566,702 | mfu: 56.0% | epoch: 1 | remaining: 282s    
step 00030 (5.9%) | loss: 5.402772 | lrm: 1.00 | dt: 925ms | tok/sec: 566,936 | mfu: 56.1% | epoch: 1 | remaining: 282s    
step 00031 (6.2%) | loss: 5.366066 | lrm: 1.00 | dt: 925ms | tok/sec: 566,777 | mfu: 56.0% | epoch: 1 | remaining: 281s    
step 00032 (6.5%) | loss: 5.338869 | lrm: 1.00 | dt: 925ms | tok/sec: 567,044 | mfu: 56.1% | epoch: 1 | remaining: 280s    
step 00033 (6.8%) | loss: 5.304727 | lrm: 1.00 | dt: 925ms | tok/sec: 566,827 | mfu: 56.0% | epoch: 1 | remaining: 279s    
step 00034 (7.1%) | loss: 5.268054 | lrm: 1.00 | dt: 925ms | tok/sec: 566,990 | mfu: 56.1% | epoch: 1 | remaining: 278s    
step 00035 (7.4%) | loss: 5.239085 | lrm: 1.00 | dt: 925ms | tok/sec: 566,690 | mfu: 56.0% | epoch: 1 | remaining: 277s    
step 00036 (7.7%) | loss: 5.221829 | lrm: 1.00 | dt: 925ms | tok/sec: 566,669 | mfu: 56.0% | epoch: 1 | remaining: 276s    
step 00037 (8.0%) | loss: 5.191474 | lrm: 1.00 | dt: 925ms | tok/sec: 567,085 | mfu: 56.1% | epoch: 1 | remaining: 275s    
step 00038 (8.3%) | loss: 5.163863 | lrm: 1.00 | dt: 925ms | tok/sec: 566,925 | mfu: 56.1% | epoch: 1 | remaining: 274s    
step 00039 (8.6%) | loss: 5.128422 | lrm: 1.00 | dt: 925ms | tok/sec: 566,683 | mfu: 56.0% | epoch: 1 | remaining: 273s    
step 00040 (8.9%) | loss: 5.096656 | lrm: 1.00 | dt: 925ms | tok/sec: 566,668 | mfu: 56.0% | epoch: 1 | remaining: 272s    
step 00041 (9.2%) | loss: 5.070522 | lrm: 1.00 | dt: 925ms | tok/sec: 566,663 | mfu: 56.0% | epoch: 1 | remaining: 271s    
step 00042 (9.6%) | loss: 5.043649 | lrm: 1.00 | dt: 925ms | tok/sec: 566,728 | mfu: 56.0% | epoch: 1 | remaining: 270s    
step 00043 (9.9%) | loss: 5.010327 | lrm: 1.00 | dt: 925ms | tok/sec: 566,727 | mfu: 56.0% | epoch: 1 | remaining: 269s    
step 00044 (10.2%) | loss: 4.979352 | lrm: 1.00 | dt: 925ms | tok/sec: 566,592 | mfu: 56.0% | epoch: 1 | remaining: 269s    
step 00045 (10.5%) | loss: 4.955290 | lrm: 1.00 | dt: 926ms | tok/sec: 566,471 | mfu: 56.0% | epoch: 1 | remaining: 268s    
step 00046 (10.8%) | loss: 4.921913 | lrm: 1.00 | dt: 925ms | tok/sec: 566,531 | mfu: 56.0% | epoch: 1 | remaining: 267s    
step 00047 (11.1%) | loss: 4.895592 | lrm: 1.00 | dt: 925ms | tok/sec: 566,626 | mfu: 56.0% | epoch: 1 | remaining: 266s    
step 00048 (11.4%) | loss: 4.875335 | lrm: 1.00 | dt: 925ms | tok/sec: 566,626 | mfu: 56.0% | epoch: 1 | remaining: 265s    
step 00049 (11.7%) | loss: 4.847646 | lrm: 1.00 | dt: 925ms | tok/sec: 566,500 | mfu: 56.0% | epoch: 1 | remaining: 264s    
step 00050 (12.0%) | loss: 4.814386 | lrm: 1.00 | dt: 926ms | tok/sec: 566,479 | mfu: 56.0% | epoch: 1 | remaining: 263s    
step 00051 (12.3%) | loss: 4.793248 | lrm: 1.00 | dt: 925ms | tok/sec: 566,525 | mfu: 56.0% | epoch: 1 | remaining: 262s    
step 00052 (12.6%) | loss: 4.765034 | lrm: 1.00 | dt: 925ms | tok/sec: 566,557 | mfu: 56.0% | epoch: 1 | remaining: 261s    
step 00053 (12.9%) | loss: 4.737901 | lrm: 1.00 | dt: 926ms | tok/sec: 566,150 | mfu: 56.0% | epoch: 1 | remaining: 260s    
step 00054 (13.3%) | loss: 4.713026 | lrm: 1.00 | dt: 925ms | tok/sec: 566,543 | mfu: 56.0% | epoch: 1 | remaining: 259s    
step 00055 (13.6%) | loss: 4.694470 | lrm: 1.00 | dt: 926ms | tok/sec: 566,397 | mfu: 56.0% | epoch: 1 | remaining: 258s    
step 00056 (13.9%) | loss: 4.665288 | lrm: 1.00 | dt: 926ms | tok/sec: 566,488 | mfu: 56.0% | epoch: 1 | remaining: 257s    
step 00057 (14.2%) | loss: 4.646463 | lrm: 1.00 | dt: 926ms | tok/sec: 566,338 | mfu: 56.0% | epoch: 1 | remaining: 257s    
step 00058 (14.5%) | loss: 4.628522 | lrm: 1.00 | dt: 926ms | tok/sec: 566,372 | mfu: 56.0% | epoch: 1 | remaining: 256s    
step 00059 (14.8%) | loss: 4.589867 | lrm: 1.00 | dt: 926ms | tok/sec: 566,313 | mfu: 56.0% | epoch: 1 | remaining: 255s    
step 00060 (15.1%) | loss: 4.560931 | lrm: 1.00 | dt: 926ms | tok/sec: 566,440 | mfu: 56.0% | epoch: 1 | remaining: 254s    
step 00061 (15.4%) | loss: 4.540013 | lrm: 1.00 | dt: 926ms | tok/sec: 566,356 | mfu: 56.0% | epoch: 1 | remaining: 253s    
step 00062 (15.7%) | loss: 4.511780 | lrm: 1.00 | dt: 926ms | tok/sec: 566,268 | mfu: 56.0% | epoch: 1 | remaining: 252s    
step 00063 (16.0%) | loss: 4.492530 | lrm: 1.00 | dt: 926ms | tok/sec: 566,399 | mfu: 56.0% | epoch: 1 | remaining: 251s    
step 00064 (16.3%) | loss: 4.471982 | lrm: 1.00 | dt: 926ms | tok/sec: 566,420 | mfu: 56.0% | epoch: 1 | remaining: 250s    
step 00065 (16.7%) | loss: 4.449961 | lrm: 1.00 | dt: 926ms | tok/sec: 566,380 | mfu: 56.0% | epoch: 1 | remaining: 249s    
step 00066 (17.0%) | loss: 4.443777 | lrm: 1.00 | dt: 926ms | tok/sec: 566,351 | mfu: 56.0% | epoch: 1 | remaining: 248s    
step 00067 (17.3%) | loss: 4.417853 | lrm: 1.00 | dt: 926ms | tok/sec: 566,336 | mfu: 56.0% | epoch: 1 | remaining: 247s    
step 00068 (17.6%) | loss: 4.399819 | lrm: 1.00 | dt: 926ms | tok/sec: 566,402 | mfu: 56.0% | epoch: 1 | remaining: 246s    
step 00069 (17.9%) | loss: 4.372532 | lrm: 1.00 | dt: 926ms | tok/sec: 566,342 | mfu: 56.0% | epoch: 1 | remaining: 245s    
step 00070 (18.2%) | loss: 4.349721 | lrm: 1.00 | dt: 926ms | tok/sec: 566,384 | mfu: 56.0% | epoch: 1 | remaining: 244s    
step 00071 (18.5%) | loss: 4.326469 | lrm: 1.00 | dt: 926ms | tok/sec: 566,319 | mfu: 56.0% | epoch: 1 | remaining: 244s    
step 00072 (18.8%) | loss: 4.313440 | lrm: 1.00 | dt: 926ms | tok/sec: 566,375 | mfu: 56.0% | epoch: 1 | remaining: 243s    
step 00073 (19.1%) | loss: 4.293505 | lrm: 1.00 | dt: 926ms | tok/sec: 566,232 | mfu: 56.0% | epoch: 1 | remaining: 242s    
step 00074 (19.4%) | loss: 4.273854 | lrm: 1.00 | dt: 926ms | tok/sec: 566,238 | mfu: 56.0% | epoch: 1 | remaining: 241s    
step 00075 (19.7%) | loss: 4.255691 | lrm: 1.00 | dt: 926ms | tok/sec: 566,303 | mfu: 56.0% | epoch: 1 | remaining: 240s    
step 00076 (20.0%) | loss: 4.240453 | lrm: 1.00 | dt: 926ms | tok/sec: 566,317 | mfu: 56.0% | epoch: 1 | remaining: 239s    
step 00077 (20.4%) | loss: 4.222599 | lrm: 1.00 | dt: 926ms | tok/sec: 566,215 | mfu: 56.0% | epoch: 1 | remaining: 238s    
step 00078 (20.7%) | loss: 4.198897 | lrm: 1.00 | dt: 926ms | tok/sec: 566,263 | mfu: 56.0% | epoch: 1 | remaining: 237s    
step 00079 (21.0%) | loss: 4.182028 | lrm: 1.00 | dt: 926ms | tok/sec: 566,126 | mfu: 56.0% | epoch: 1 | remaining: 236s    
step 00080 (21.3%) | loss: 4.167498 | lrm: 1.00 | dt: 926ms | tok/sec: 566,120 | mfu: 56.0% | epoch: 1 | remaining: 235s    
step 00081 (21.6%) | loss: 4.151968 | lrm: 1.00 | dt: 926ms | tok/sec: 566,082 | mfu: 56.0% | epoch: 1 | remaining: 234s    
step 00082 (21.9%) | loss: 4.143605 | lrm: 1.00 | dt: 926ms | tok/sec: 566,132 | mfu: 56.0% | epoch: 1 | remaining: 233s    
step 00083 (22.2%) | loss: 4.128405 | lrm: 1.00 | dt: 926ms | tok/sec: 566,096 | mfu: 56.0% | epoch: 1 | remaining: 232s    
step 00084 (22.5%) | loss: 4.114117 | lrm: 1.00 | dt: 926ms | tok/sec: 566,209 | mfu: 56.0% | epoch: 1 | remaining: 232s    
step 00085 (22.8%) | loss: 4.101350 | lrm: 1.00 | dt: 927ms | tok/sec: 565,877 | mfu: 55.9% | epoch: 1 | remaining: 231s    
step 00086 (23.1%) | loss: 4.093609 | lrm: 1.00 | dt: 926ms | tok/sec: 566,167 | mfu: 56.0% | epoch: 1 | remaining: 230s    
step 00087 (23.4%) | loss: 4.084892 | lrm: 1.00 | dt: 926ms | tok/sec: 566,125 | mfu: 56.0% | epoch: 1 | remaining: 229s    
step 00088 (23.8%) | loss: 4.070676 | lrm: 1.00 | dt: 926ms | tok/sec: 566,116 | mfu: 56.0% | epoch: 1 | remaining: 228s    
step 00089 (24.1%) | loss: 4.056068 | lrm: 1.00 | dt: 926ms | tok/sec: 566,166 | mfu: 56.0% | epoch: 1 | remaining: 227s    
step 00090 (24.4%) | loss: 4.049619 | lrm: 1.00 | dt: 926ms | tok/sec: 566,082 | mfu: 56.0% | epoch: 1 | remaining: 226s    
step 00091 (24.7%) | loss: 4.037387 | lrm: 1.00 | dt: 926ms | tok/sec: 566,132 | mfu: 56.0% | epoch: 1 | remaining: 225s    
step 00092 (25.0%) | loss: 4.025893 | lrm: 1.00 | dt: 926ms | tok/sec: 566,094 | mfu: 56.0% | epoch: 1 | remaining: 224s    
step 00093 (25.3%) | loss: 4.009291 | lrm: 1.00 | dt: 926ms | tok/sec: 566,012 | mfu: 56.0% | epoch: 1 | remaining: 223s    
step 00094 (25.6%) | loss: 4.001160 | lrm: 1.00 | dt: 926ms | tok/sec: 565,891 | mfu: 55.9% | epoch: 1 | remaining: 222s    
step 00095 (25.9%) | loss: 3.989754 | lrm: 1.00 | dt: 926ms | tok/sec: 565,998 | mfu: 56.0% | epoch: 1 | remaining: 221s    
step 00096 (26.2%) | loss: 3.977230 | lrm: 1.00 | dt: 926ms | tok/sec: 565,955 | mfu: 56.0% | epoch: 1 | remaining: 220s    
step 00097 (26.5%) | loss: 3.969839 | lrm: 1.00 | dt: 926ms | tok/sec: 565,984 | mfu: 56.0% | epoch: 1 | remaining: 219s    
step 00098 (26.8%) | loss: 3.961590 | lrm: 1.00 | dt: 927ms | tok/sec: 565,861 | mfu: 55.9% | epoch: 1 | remaining: 219s    
step 00099 (27.1%) | loss: 3.959528 | lrm: 1.00 | dt: 926ms | tok/sec: 566,095 | mfu: 56.0% | epoch: 1 | remaining: 218s    
step 00100 (27.5%) | loss: 3.949886 | lrm: 1.00 | dt: 927ms | tok/sec: 565,821 | mfu: 55.9% | epoch: 1 | remaining: 217s    
step 00101 (27.8%) | loss: 3.942340 | lrm: 1.00 | dt: 926ms | tok/sec: 566,100 | mfu: 56.0% | epoch: 1 | remaining: 216s    
step 00102 (28.1%) | loss: 3.931087 | lrm: 1.00 | dt: 926ms | tok/sec: 565,926 | mfu: 56.0% | epoch: 1 | remaining: 215s    
step 00103 (28.4%) | loss: 3.914578 | lrm: 1.00 | dt: 926ms | tok/sec: 566,103 | mfu: 56.0% | epoch: 1 | remaining: 214s    
step 00104 (28.7%) | loss: 3.902951 | lrm: 1.00 | dt: 927ms | tok/sec: 565,828 | mfu: 55.9% | epoch: 1 | remaining: 213s    
step 00105 (29.0%) | loss: 3.887542 | lrm: 1.00 | dt: 927ms | tok/sec: 565,661 | mfu: 55.9% | epoch: 1 | remaining: 212s    
step 00106 (29.3%) | loss: 3.878408 | lrm: 1.00 | dt: 927ms | tok/sec: 565,793 | mfu: 55.9% | epoch: 1 | remaining: 211s    
step 00107 (29.6%) | loss: 3.879434 | lrm: 1.00 | dt: 927ms | tok/sec: 565,818 | mfu: 55.9% | epoch: 1 | remaining: 210s    
step 00108 (29.9%) | loss: 3.880728 | lrm: 1.00 | dt: 927ms | tok/sec: 565,832 | mfu: 55.9% | epoch: 1 | remaining: 209s    
step 00109 (30.2%) | loss: 3.877233 | lrm: 1.00 | dt: 926ms | tok/sec: 565,915 | mfu: 56.0% | epoch: 1 | remaining: 208s    
step 00110 (30.5%) | loss: 3.865003 | lrm: 1.00 | dt: 927ms | tok/sec: 565,694 | mfu: 55.9% | epoch: 1 | remaining: 207s    
step 00111 (30.9%) | loss: 3.867201 | lrm: 1.00 | dt: 926ms | tok/sec: 565,900 | mfu: 55.9% | epoch: 1 | remaining: 207s    
step 00112 (31.2%) | loss: 3.859257 | lrm: 1.00 | dt: 926ms | tok/sec: 565,917 | mfu: 56.0% | epoch: 1 | remaining: 206s    
step 00113 (31.5%) | loss: 3.863730 | lrm: 1.00 | dt: 927ms | tok/sec: 565,841 | mfu: 55.9% | epoch: 1 | remaining: 205s    
step 00114 (31.8%) | loss: 3.866328 | lrm: 1.00 | dt: 926ms | tok/sec: 565,940 | mfu: 56.0% | epoch: 1 | remaining: 204s    
step 00115 (32.1%) | loss: 3.864681 | lrm: 1.00 | dt: 927ms | tok/sec: 565,762 | mfu: 55.9% | epoch: 1 | remaining: 203s    
step 00116 (32.4%) | loss: 3.848342 | lrm: 1.00 | dt: 926ms | tok/sec: 565,966 | mfu: 56.0% | epoch: 1 | remaining: 202s    
step 00117 (32.7%) | loss: 3.848503 | lrm: 1.00 | dt: 927ms | tok/sec: 565,571 | mfu: 55.9% | epoch: 1 | remaining: 201s    
step 00118 (33.0%) | loss: 3.839096 | lrm: 1.00 | dt: 926ms | tok/sec: 565,955 | mfu: 56.0% | epoch: 1 | remaining: 200s    
step 00119 (33.3%) | loss: 3.829160 | lrm: 1.00 | dt: 927ms | tok/sec: 565,834 | mfu: 55.9% | epoch: 1 | remaining: 199s    
step 00120 (33.6%) | loss: 3.829947 | lrm: 1.00 | dt: 927ms | tok/sec: 565,849 | mfu: 55.9% | epoch: 1 | remaining: 198s    
step 00121 (33.9%) | loss: 3.814665 | lrm: 1.00 | dt: 927ms | tok/sec: 565,704 | mfu: 55.9% | epoch: 1 | remaining: 197s    
step 00122 (34.3%) | loss: 3.806639 | lrm: 1.00 | dt: 927ms | tok/sec: 565,761 | mfu: 55.9% | epoch: 1 | remaining: 196s    
step 00123 (34.6%) | loss: 3.808626 | lrm: 1.00 | dt: 927ms | tok/sec: 565,790 | mfu: 55.9% | epoch: 1 | remaining: 195s    
step 00124 (34.9%) | loss: 3.807551 | lrm: 1.00 | dt: 927ms | tok/sec: 565,830 | mfu: 55.9% | epoch: 1 | remaining: 194s    
step 00125 (35.2%) | loss: 3.798478 | lrm: 1.00 | dt: 927ms | tok/sec: 565,827 | mfu: 55.9% | epoch: 1 | remaining: 194s    
step 00126 (35.5%) | loss: 3.789680 | lrm: 1.00 | dt: 927ms | tok/sec: 565,565 | mfu: 55.9% | epoch: 1 | remaining: 193s    
step 00127 (35.8%) | loss: 3.788562 | lrm: 1.00 | dt: 927ms | tok/sec: 565,807 | mfu: 55.9% | epoch: 1 | remaining: 192s    
step 00128 (36.1%) | loss: 3.779949 | lrm: 1.00 | dt: 927ms | tok/sec: 565,813 | mfu: 55.9% | epoch: 1 | remaining: 191s    
step 00129 (36.4%) | loss: 3.769693 | lrm: 1.00 | dt: 927ms | tok/sec: 565,609 | mfu: 55.9% | epoch: 1 | remaining: 190s    
step 00130 (36.7%) | loss: 3.772944 | lrm: 1.00 | dt: 927ms | tok/sec: 565,794 | mfu: 55.9% | epoch: 1 | remaining: 189s    
step 00131 (37.0%) | loss: 3.757414 | lrm: 1.00 | dt: 927ms | tok/sec: 565,572 | mfu: 55.9% | epoch: 1 | remaining: 188s    
step 00132 (37.3%) | loss: 3.755614 | lrm: 1.00 | dt: 927ms | tok/sec: 565,802 | mfu: 55.9% | epoch: 1 | remaining: 187s    
step 00133 (37.6%) | loss: 3.748950 | lrm: 1.00 | dt: 927ms | tok/sec: 565,601 | mfu: 55.9% | epoch: 1 | remaining: 186s    
step 00134 (38.0%) | loss: 3.745108 | lrm: 1.00 | dt: 927ms | tok/sec: 565,630 | mfu: 55.9% | epoch: 1 | remaining: 185s    
step 00135 (38.3%) | loss: 3.728966 | lrm: 1.00 | dt: 927ms | tok/sec: 565,770 | mfu: 55.9% | epoch: 1 | remaining: 184s    
step 00136 (38.6%) | loss: 3.729151 | lrm: 1.00 | dt: 927ms | tok/sec: 565,757 | mfu: 55.9% | epoch: 1 | remaining: 183s    
step 00137 (38.9%) | loss: 3.722106 | lrm: 1.00 | dt: 927ms | tok/sec: 565,707 | mfu: 55.9% | epoch: 1 | remaining: 182s    
step 00138 (39.2%) | loss: 3.726286 | lrm: 1.00 | dt: 927ms | tok/sec: 565,668 | mfu: 55.9% | epoch: 1 | remaining: 181s    
step 00139 (39.5%) | loss: 3.718144 | lrm: 1.00 | dt: 927ms | tok/sec: 565,703 | mfu: 55.9% | epoch: 1 | remaining: 181s    
step 00140 (39.8%) | loss: 3.713166 | lrm: 1.00 | dt: 927ms | tok/sec: 565,634 | mfu: 55.9% | epoch: 1 | remaining: 180s    
step 00141 (40.1%) | loss: 3.709949 | lrm: 1.00 | dt: 926ms | tok/sec: 565,900 | mfu: 55.9% | epoch: 1 | remaining: 179s    
step 00142 (40.4%) | loss: 3.713417 | lrm: 1.00 | dt: 927ms | tok/sec: 565,674 | mfu: 55.9% | epoch: 1 | remaining: 178s    
step 00143 (40.7%) | loss: 3.712182 | lrm: 1.00 | dt: 927ms | tok/sec: 565,584 | mfu: 55.9% | epoch: 1 | remaining: 177s    
step 00144 (41.0%) | loss: 3.721626 | lrm: 1.00 | dt: 927ms | tok/sec: 565,582 | mfu: 55.9% | epoch: 1 | remaining: 176s    
step 00145 (41.4%) | loss: 3.715671 | lrm: 1.00 | dt: 927ms | tok/sec: 565,544 | mfu: 55.9% | epoch: 1 | remaining: 175s    
step 00146 (41.7%) | loss: 3.717625 | lrm: 1.00 | dt: 927ms | tok/sec: 565,644 | mfu: 55.9% | epoch: 1 | remaining: 174s    
step 00147 (42.0%) | loss: 3.717106 | lrm: 1.00 | dt: 927ms | tok/sec: 565,603 | mfu: 55.9% | epoch: 1 | remaining: 173s    
step 00148 (42.3%) | loss: 3.709597 | lrm: 1.00 | dt: 927ms | tok/sec: 565,697 | mfu: 55.9% | epoch: 1 | remaining: 172s    
step 00149 (42.6%) | loss: 3.696593 | lrm: 1.00 | dt: 927ms | tok/sec: 565,688 | mfu: 55.9% | epoch: 1 | remaining: 171s    
step 00150 (42.9%) | loss: 3.685286 | lrm: 1.00 | dt: 927ms | tok/sec: 565,507 | mfu: 55.9% | epoch: 1 | remaining: 170s    
step 00151 (43.2%) | loss: 3.680254 | lrm: 1.00 | dt: 927ms | tok/sec: 565,784 | mfu: 55.9% | epoch: 1 | remaining: 169s    
step 00152 (43.5%) | loss: 3.669879 | lrm: 1.00 | dt: 927ms | tok/sec: 565,575 | mfu: 55.9% | epoch: 1 | remaining: 169s    
step 00153 (43.8%) | loss: 3.684618 | lrm: 1.00 | dt: 927ms | tok/sec: 565,689 | mfu: 55.9% | epoch: 1 | remaining: 168s    
step 00154 (44.1%) | loss: 3.687634 | lrm: 1.00 | dt: 927ms | tok/sec: 565,634 | mfu: 55.9% | epoch: 1 | remaining: 167s    
step 00155 (44.4%) | loss: 3.682962 | lrm: 1.00 | dt: 927ms | tok/sec: 565,643 | mfu: 55.9% | epoch: 1 | remaining: 166s    
step 00156 (44.8%) | loss: 3.667672 | lrm: 1.00 | dt: 927ms | tok/sec: 565,651 | mfu: 55.9% | epoch: 1 | remaining: 165s    
step 00157 (45.1%) | loss: 3.662491 | lrm: 1.00 | dt: 927ms | tok/sec: 565,480 | mfu: 55.9% | epoch: 1 | remaining: 164s    
step 00158 (45.4%) | loss: 3.659604 | lrm: 1.00 | dt: 927ms | tok/sec: 565,459 | mfu: 55.9% | epoch: 1 | remaining: 163s    
step 00159 (45.7%) | loss: 3.662780 | lrm: 1.00 | dt: 927ms | tok/sec: 565,416 | mfu: 55.9% | epoch: 1 | remaining: 162s    
step 00160 (46.0%) | loss: 3.662293 | lrm: 1.00 | dt: 927ms | tok/sec: 565,577 | mfu: 55.9% | epoch: 1 | remaining: 161s    
step 00161 (46.3%) | loss: 3.654641 | lrm: 1.00 | dt: 927ms | tok/sec: 565,497 | mfu: 55.9% | epoch: 1 | remaining: 160s    
step 00162 (46.6%) | loss: 3.657533 | lrm: 1.00 | dt: 927ms | tok/sec: 565,341 | mfu: 55.9% | epoch: 1 | remaining: 159s    
step 00163 (46.9%) | loss: 3.650497 | lrm: 1.00 | dt: 927ms | tok/sec: 565,481 | mfu: 55.9% | epoch: 1 | remaining: 158s    
step 00164 (47.2%) | loss: 3.653256 | lrm: 1.00 | dt: 927ms | tok/sec: 565,402 | mfu: 55.9% | epoch: 1 | remaining: 157s    
step 00165 (47.5%) | loss: 3.662931 | lrm: 1.00 | dt: 927ms | tok/sec: 565,519 | mfu: 55.9% | epoch: 1 | remaining: 156s    
step 00166 (47.8%) | loss: 3.664444 | lrm: 1.00 | dt: 927ms | tok/sec: 565,697 | mfu: 55.9% | epoch: 1 | remaining: 156s    
step 00167 (48.2%) | loss: 3.658657 | lrm: 1.00 | dt: 927ms | tok/sec: 565,363 | mfu: 55.9% | epoch: 1 | remaining: 155s    
step 00168 (48.5%) | loss: 3.652091 | lrm: 1.00 | dt: 927ms | tok/sec: 565,557 | mfu: 55.9% | epoch: 1 | remaining: 154s    
